PLAYER_NAME,AGE,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT
Danté Exum,28.0,55,1087.6216666666667,428,149,157,22,5,49,0.533,0.491,0.779
Danuel House Jr.,31.0,34,509.055,144,58,28,15,5,19,0.448,0.3,0.761
Dario Šarić,30.0,64,1097.7516666666668,515,283,144,31,10,78,0.466,0.376,0.849
Dariq Whitehead,19.0,4,78.22,33,12,6,2,0,5,0.429,0.143,1.0
Dariq Whitehead,19.0,2,23.983333333333334,3,4,3,0,1,0,0.2,0.0,0.5
Darius Bazley,24.0,29,989.7016666666667,551,260,101,31,60,72,0.478,0.295,0.611
Darius Bazley,24.0,9,151.825,48,28,7,6,7,8,0.6,0.25,0.833
Darius Days,24.0,30,826.875,461,199,42,36,2,24,0.408,0.31,0.729
Darius Days,24.0,5,100.10666666666667,40,24,3,3,0,4,0.424,0.393,1.0
Darius Garland,24.0,57,1900.4383333333333,1028,152,373,74,7,176,0.446,0.371,0.834
Darius McGhee,25.0,22,295.5466666666667,155,27,51,13,4,23,0.382,0.347,0.875
Darius McGhee,25.0,2,25.566666666666666,13,2,4,0,1,1,0.231,0.167,0.857
Darryl Morsell,25.0,26,590.8183333333334,299,84,59,24,11,42,0.479,0.314,0.633
Darryl Morsell,25.0,4,67.79833333333333,29,23,9,5,0,2,0.391,0.167,0.769
David Bell,28.0,2,15.526666666666667,0,3,1,0,1,1,0.0,0.0,0.0
David Duke Jr.,24.0,34,1130.875,676,227,154,36,13,107,0.449,0.377,0.788
David Duke Jr.,24.0,5,127.79833333333333,80,29,15,10,1,13,0.431,0.25,0.844
David Duke Jr.,24.0,4,51.35,26,10,5,2,0,3,0.556,0.5,1.0
David Johnson,23.0,8,231.41333333333333,134,34,35,7,5,13,0.422,0.4,0.5
David Johnson,23.0,4,44.00833333333333,7,5,7,3,0,1,0.143,0.0,0.375
David McCormack,24.0,2,24.44333333333333,7,10,1,1,2,3,0.2,0.0,0.6
David Muoka,23.0,33,511.6666666666667,157,177,20,6,46,24,0.57,0.0,0.4
David Nwaba,31.0,3,76.13333333333334,42,16,2,1,4,1,0.567,0.4,1.0
David Roddy,23.0,65,1176.9816666666666,425,211,80,27,11,57,0.403,0.293,0.691
David Roddy,23.0,6,169.21666666666667,81,31,21,2,1,14,0.403,0.258,0.704
David Shriver,23.0,2,25.983333333333334,3,5,0,2,0,1,0.167,0.2,0.0
David Singleton,25.0,30,794.5433333333333,168,92,40,24,9,22,0.325,0.289,0.762
David Singleton,25.0,2,22.783333333333335,8,3,2,1,1,1,0.5,0.667,0.0
Davion Mintz,26.0,30,686.725,319,72,92,20,6,42,0.455,0.433,0.968
Davion Mitchell,25.0,72,1101.1,379,95,134,17,3,43,0.452,0.361,0.714
Davion Warren,25.0,21,373.90166666666664,244,69,27,15,10,29,0.52,0.292,0.842
Davis Bertans,31.0,43,674.0716666666667,290,61,35,26,12,18,0.393,0.38,0.909
Davon Reed,29.0,30,894.2216666666667,399,168,98,30,15,41,0.441,0.416,0.75
Day'Ron Sharpe,22.0,61,920.575,415,389,85,24,44,70,0.571,0.267,0.61
De'Aaron Fox,26.0,74,2658.7633333333333,1966,340,418,150,31,194,0.465,0.369,0.738
De'Andre Hunter,26.0,57,1681.0933333333332,891,222,87,40,16,83,0.459,0.385,0.847
De'Anthony Melton,26.0,38,1023.3316666666667,421,141,114,60,16,39,0.386,0.36,0.835
De'Vion Harmon,23.0,25,592.0866666666667,299,67,85,20,7,34,0.437,0.308,0.686
DeAndre Jordan,35.0,36,395.71666666666664,142,157,26,6,16,23,0.624,0.0,0.491
DeJon Jarreau,26.0,26,787.9516666666667,469,209,211,30,16,62,0.474,0.324,0.823
DeJon Jarreau,26.0,9,149.54666666666665,43,44,26,6,2,9,0.34,0.308,0.455
DeMar DeRozan,34.0,79,2988.568333333333,1897,340,421,90,45,135,0.48,0.333,0.853
DeWanna Bonner,36.0,40,1203.4466666666667,697,224,87,42,25,58,0.425,0.329,0.862
Dean Wade,27.0,54,1108.08,291,218,43,40,25,20,0.414,0.391,0.769
Deandre Ayton,25.0,55,1783.4983333333332,920,609,90,56,42,99,0.57,0.1,0.823
Dearica Hamby,30.0,40,989.57,356,236,71,34,12,58,0.431,0.22,0.648
Dejan Vasiljevic,27.0,3,38.00666666666667,22,6,2,0,0,1,0.35,0.385,1.0
Dejounte Murray,27.0,78,2783.3433333333332,1753,416,502,111,24,201,0.459,0.363,0.794
Delon Wright,32.0,47,741.5666666666667,210,86,119,54,11,14,0.394,0.368,0.822
Deni Avdija,23.0,75,2256.6433333333334,1102,540,286,59,36,160,0.506,0.374,0.74
Dennis Schröder,30.0,80,2485.945,1122,242,488,63,17,153,0.435,0.375,0.836
Dennis Smith Jr.,26.0,56,1058.6583333333333,369,164,203,68,12,68,0.435,0.294,0.741
Deonte Burton,30.0,29,856.85,371,101,66,41,14,32,0.456,0.377,0.757
Dereck Lively II,20.0,60,1411.2383333333332,525,418,64,37,80,59,0.741,0.0,0.51
Derek Hawthorne,26.0,1,17.183333333333334,5,1,0,0,0,1,0.5,0.5,0.0
Dereon Seabron,24.0,23,750.21,397,142,145,28,4,56,0.552,0.352,0.721
Dereon Seabron,24.0,11,196.50666666666666,100,40,20,7,5,16,0.516,0.231,0.705
Derrick Favors,32.0,19,324.98333333333335,107,88,27,6,13,19,0.667,0.0,0.8
Derrick Jones Jr.,27.0,76,1782.8566666666666,657,250,75,53,51,65,0.483,0.343,0.713
Derrick Rose,35.0,24,399.33666666666664,191,45,78,8,2,31,0.461,0.366,0.889
Derrick White,29.0,73,2380.985,1107,310,377,74,87,112,0.461,0.396,0.901
Desmond Bane,26.0,42,1442.8483333333334,997,185,230,43,22,112,0.464,0.381,0.87
Desmond Cambridge Jr.,25.0,1,12.723333333333333,5,2,1,1,0,0,0.4,0.25,0.0
Destanni Henderson,25.0,15,199.60166666666666,57,12,27,7,1,14,0.333,0.125,0.762
Devin Booker,27.0,68,2446.6566666666668,1841,308,472,61,28,178,0.492,0.364,0.886
Devin Cannady,28.0,28,719.6966666666667,251,81,58,25,9,27,0.423,0.372,0.813
Devin Vassell,23.0,68,2247.7433333333333,1323,261,277,73,23,108,0.472,0.372,0.801
Devon Dotson,24.0,24,732.9233333333333,362,103,154,32,5,55,0.488,0.388,0.866
Devon Higgs,24.0,26,524.3683333333333,159,105,27,19,19,23,0.451,0.34,0.517
Devontae Shuler,26.0,27,534.4283333333333,252,57,69,21,2,26,0.423,0.317,0.565
Devontae Shuler,26.0,4,17.1,7,1,0,0,0,1,0.375,0.25,0.0
Devonte' Graham,29.0,23,312.92333333333335,114,36,49,9,2,17,0.352,0.301,0.813
Dewayne Dedmon,34.0,14,231.92166666666665,103,93,20,5,14,15,0.418,0.282,0.818
Dexter Dennis,25.0,31,829.7383333333333,303,134,41,29,23,43,0.432,0.361,0.784
Dexter Dennis,25.0,4,75.885,36,12,2,4,1,2,0.424,0.357,0.75
Dexter Dennis,25.0,4,29.866666666666667,22,9,4,0,1,3,0.526,0.125,0.333
DiJonai Carrington,26.0,32,550.2516666666667,265,92,41,20,3,36,0.417,0.371,0.757
Diamond Miller,23.0,32,833.97,387,113,80,30,11,73,0.403,0.307,0.792
Diana Taurasi,42.0,26,709.08,415,93,120,13,12,78,0.403,0.342,0.848
Dibaji Walker,24.0,16,180.34,75,25,13,9,5,10,0.463,0.208,0.684
Diego Bernard,24.0,27,496.77,122,42,45,31,5,46,0.453,0.28,0.643
Dillon Brooks,28.0,72,2226.7383333333332,915,246,119,64,10,88,0.428,0.359,0.844
Dink Pate,18.0,31,730.4366666666666,248,89,117,18,4,79,0.347,0.214,0.727
Djordije Jovanovic,21.0,32,666.2833333333333,178,77,23,23,16,17,0.363,0.306,0.933
Dmytro Skapintsev,26.0,25,665.49,303,199,81,11,40,47,0.535,0.3,0.59
Dmytro Skapintsev,26.0,7,88.6,37,33,13,2,9,8,0.484,0.143,0.6
Domantas Sabonis,28.0,82,2928.0216666666665,1593,1120,673,74,48,272,0.594,0.379,0.704
Dominick Barlow,21.0,39,576.9933333333333,239,162,51,15,23,15,0.539,0.333,0.646
Dominick Barlow,21.0,7,228.3,149,53,9,10,11,16,0.564,0.286,0.864
Donald Carey,24.0,16,165.27166666666668,47,14,13,5,1,13,0.271,0.244,0.5
Donovan Mitchell,27.0,55,1942.65,1463,280,333,101,30,154,0.462,0.368,0.865
Donovan Williams,22.0,32,932.5383333333333,642,138,60,22,16,76,0.482,0.301,0.706
Donovan Williams,22.0,4,70.65,29,12,6,1,0,3,0.4,0.125,0.667
Donte DiVincenzo,27.0,81,2360.3933333333334,1259,297,216,107,36,113,0.443,0.401,0.754
Dorian Finney-Smith,31.0,68,1934.5933333333332,580,317,107,56,38,59,0.421,0.348,0.717
Dorka Juhász,24.0,38,919.3566666666667,228,246,99,36,23,47,0.472,0.271,0.54
Doug McDermott,32.0,64,904.4783333333334,351,59,70,16,2,28,0.433,0.41,0.579
Drake Jeffries,25.0,30,621.62,168,70,40,16,12,16,0.329,0.315,0.429
Drake Jeffries,25.0,2,32.96666666666667,7,5,1,2,0,1,0.167,0.1,1.0
Draymond Green,34.0,55,1490.1833333333334,475,398,332,55,47,135,0.497,0.395,0.73
Drew Eubanks,27.0,75,1168.705,379,322,63,27,61,61,0.601,1.0,0.774
Drew Peterson,24.0,34,1202.8133333333333,547,249,196,39,29,92,0.459,0.369,0.815
Drew Peterson,24.0,6,137.025,46,17,14,9,3,10,0.444,0.409,0.714
Drew Peterson,24.0,3,22.683333333333334,11,1,1,2,0,1,0.667,0.6,0.0
Drew Timme,23.0,12,249.86666666666667,108,75,20,3,11,10,0.583,0.5,0.333
Drew Timme,23.0,4,37.233333333333334,17,10,3,1,1,5,0.467,0.333,0.5
Dru Smith,26.0,15,288.75333333333333,107,35,41,25,4,22,0.432,0.317,0.818
Duane Washington Jr.,24.0,11,343.26666666666665,247,45,53,8,1,42,0.44,0.393,0.8
Duke Mondy,33.0,3,41.416666666666664,12,2,5,5,0,2,0.385,0.333,0.0
Dulcy Fankam Mendjiadeu,24.0,34,469.545,134,149,12,13,11,29,0.523,0.0,0.55
Duncan Robinson,30.0,68,1905.4483333333333,875,173,192,46,16,95,0.45,0.395,0.889
Duop Reath,28.0,73,1311.42,682,287,74,39,46,57,0.462,0.36,0.761
Dwight Powell,32.0,63,836.3033333333333,208,214,84,26,20,32,0.679,0.333,0.708
Dylan Windler,27.0,17,108.41,43,16,10,2,0,2,0.5,0.481,0.0
Dylan Windler,27.0,6,166.80166666666668,78,61,10,5,3,10,0.375,0.311,0.714
Dyson Daniels,21.0,66,1507.2583333333334,427,272,196,94,31,73,0.44,0.284,0.655
Dyson Daniels,21.0,1,23.616666666666667,22,1,6,6,1,4,0.583,0.5,1.0
E.J. Liddell,23.0,26,688.5266666666666,460,202,44,16,49,45,0.504,0.27,0.791
E.J. Liddell,23.0,12,108.43,55,17,4,4,5,7,0.486,0.091,1.0
E.J. Montgomery,24.0,3,24.633333333333333,6,8,0,0,2,3,0.4,0.0,0.5
Ed Croswell,24.0,3,19.533333333333335,13,5,0,0,0,2,0.75,0.0,1.0
Elena Delle Donne,34.0,23,632.925,383,125,49,19,20,30,0.485,0.393,0.938
Elfrid Payton,30.0,18,619.0366666666666,225,119,176,29,12,75,0.452,0.25,0.381
Eli Brooks,25.0,3,76.54833333333333,18,12,6,2,1,1,0.368,0.364,0.0
Elijah Cain,27.0,11,171.03333333333333,56,14,10,7,4,10,0.353,0.4,0.714
Elijah Harkless,24.0,20,452.5566666666667,232,80,71,20,5,33,0.469,0.426,0.717
Elijah Hughes,26.0,29,642.285,304,93,65,13,17,27,0.45,0.341,0.737
Elijah Hughes,26.0,3,66.51666666666667,27,9,6,2,0,6,0.357,0.2,1.0
Elijah McCadden,24.0,6,39.08833333333333,5,7,4,0,1,2,0.5,0.0,0.5
Elizabeth Williams,31.0,40,1188.195,392,232,98,50,60,54,0.514,0.0,0.63
Emily Engstler,24.0,12,93.22166666666666,21,29,7,5,1,10,0.381,0.286,0.375
Emma Cannon,35.0,30,314.34,175,94,14,4,2,33,0.455,0.382,0.909
"Emmitt Matthews, Jr.",24.0,19,272.1816666666667,62,50,14,4,6,21,0.41,0.227,0.667
Emoni Bates,20.0,21,311.4816666666667,144,50,17,6,7,21,0.389,0.359,0.824
Emoni Bates,20.0,17,588.48,336,101,34,11,6,35,0.387,0.346,0.903
Epiphanny Prince,36.0,10,71.275,18,6,8,2,1,7,0.4,0.3,1.0
Eric Gordon,35.0,68,1892.63,749,122,139,66,30,73,0.443,0.378,0.797
"Eric Williams, Jr.",24.0,4,47.52333333333333,10,10,3,3,2,2,0.278,0.0,0.0
Erica Wheeler,33.0,40,1071.34,394,120,201,44,3,83,0.398,0.309,0.878
Erik Stevenson,25.0,32,654.9033333333333,320,105,80,24,7,69,0.405,0.336,0.895
Erik Stevenson,25.0,6,119.41,47,17,13,1,1,12,0.296,0.3,1.0
Eron Gordon,26.0,2,10.766666666666667,1,0,1,0,0,2,0.0,0.0,0.5
Ethan Thompson,25.0,33,1227.11,752,149,168,48,14,87,0.412,0.309,0.881
Ethan Thompson,25.0,3,40.0,25,6,7,4,0,5,0.45,0.2,0.857
Eugene German,26.0,2,33.333333333333336,26,5,5,2,0,2,0.5,0.556,0.5
Eugene Omoruyi,27.0,43,393.3066666666667,207,85,35,27,5,21,0.485,0.283,0.653
Eugene Omoruyi,27.0,8,240.68666666666667,147,54,21,9,4,22,0.509,0.333,0.737
Evan Fournier,31.0,32,579.6733333333333,220,58,48,29,7,21,0.357,0.254,0.806
Evan Gilyard,25.0,26,432.8,165,37,78,22,1,29,0.321,0.223,0.778
Evan Mobley,23.0,50,1532.35,785,468,160,45,72,90,0.58,0.373,0.719
Evina Westbrook,25.0,18,127.70333333333333,20,17,10,3,3,10,0.167,0.125,1.0
Ezi Magbegor,24.0,40,1303.7783333333334,550,322,102,45,74,94,0.513,0.385,0.699
Fabian White Jr.,25.0,6,65.96833333333333,25,14,3,2,4,2,0.478,0.25,0.333
Feron Hunt,24.0,5,101.89666666666666,54,37,10,2,4,13,0.511,0.0,0.714
Feron Hunt,24.0,5,91.81666666666666,40,17,7,1,5,9,0.5,0.0,0.75
Filip Petrusev,24.0,5,110.55333333333333,52,31,5,1,7,8,0.571,0.2,0.647
Filip Petrusev,24.0,3,9.31,3,1,0,0,0,0,0.5,0.0,0.5
Fletcher Magee,27.0,4,64.015,44,11,4,2,1,4,0.55,0.545,1.0
Frank Bartley,30.0,3,33.961666666666666,16,9,7,3,0,7,0.462,0.571,0.0
Frank Ntilikina,25.0,5,42.9,5,6,4,0,0,1,0.111,0.125,1.0
Frankie Ferrari,28.0,7,106.88666666666667,21,20,17,2,1,12,0.381,0.231,1.0
Franz Wagner,22.0,72,2337.4166666666665,1421,381,269,76,28,137,0.482,0.281,0.85
Fred Sims Jr.,27.0,1,4.633333333333334,2,2,0,1,0,0,0.25,0.0,0.0
Fred VanVleet,30.0,73,2684.4266666666667,1270,278,589,101,59,126,0.416,0.387,0.86
Furkan Korkmaz,26.0,35,299.9266666666667,88,30,25,14,3,10,0.395,0.35,0.7
GG Jackson,19.0,56,1400.1816666666666,784,234,66,30,28,78,0.42,0.352,0.75
GG Jackson,19.0,6,220.165,116,46,11,5,4,13,0.506,0.273,0.75
Gabby Williams,27.0,10,285.10833333333335,84,36,38,15,4,22,0.362,0.217,0.846
Gabe Brown,24.0,5,115.94,39,25,2,10,4,5,0.289,0.2,1.0
Gabe Kalscheur,25.0,21,217.01666666666668,77,16,9,8,5,8,0.318,0.283,1.0
Gabe Kalscheur,25.0,5,50.25,22,6,3,0,0,4,0.444,0.3,0.75
Gabe Levin,29.0,20,399.69666666666666,106,96,21,15,12,17,0.612,0.0,0.65
Gabe Osabuohien,25.0,22,293.78333333333336,70,86,66,18,11,24,0.365,0.0,0.655
Gabe Vincent,28.0,11,217.635,34,9,21,9,0,5,0.306,0.107,0.5
Gabe York,30.0,19,637.2016666666667,302,89,67,29,5,34,0.422,0.321,0.839
Galen Robinson Jr.,27.0,22,372.625,110,43,60,34,5,12,0.494,0.222,0.684
Garrett Temple,38.0,27,288.75333333333333,88,45,28,12,3,14,0.372,0.3,0.818
Garrison Brooks,25.0,5,87.93166666666667,33,27,7,3,6,9,0.684,0.0,0.875
Garrison Mathews,27.0,66,992.1216666666667,325,92,37,20,8,19,0.456,0.44,0.81
Gary Harris,29.0,54,1297.3466666666666,372,91,87,49,14,31,0.441,0.371,0.756
Gary Payton II,31.0,44,679.9,240,113,48,39,18,27,0.563,0.364,0.609
Gary Trent Jr.,25.0,71,1993.5983333333334,974,188,119,77,10,47,0.426,0.393,0.771
George Conditt IV,23.0,34,1058.3766666666668,490,311,90,24,53,57,0.654,0.211,0.611
Georges Niang,31.0,82,1831.125,768,278,98,30,18,72,0.449,0.376,0.85
Giannis Antetokounmpo,29.0,73,2567.2433333333333,2222,841,476,87,79,250,0.611,0.274,0.657
Giorgi Bezhanishvili,26.0,27,641.195,252,139,62,9,3,45,0.558,0.319,0.542
Glenn Robinson III,30.0,29,854.83,329,160,64,25,14,30,0.504,0.38,0.857
Goga Bitadze,24.0,62,957.0866666666667,311,286,79,32,72,44,0.603,0.143,0.655
Gordon Hayward,34.0,51,1245.25,500,181,158,40,13,66,0.464,0.411,0.742
Grace Berger,25.0,36,524.07,151,56,67,17,6,37,0.449,0.471,0.84
Gradey Dick,20.0,64,1380.6516666666666,574,156,77,40,3,61,0.422,0.358,0.867
Gradey Dick,20.0,4,135.33333333333334,62,18,12,2,2,7,0.436,0.269,0.833
Grant Golden,26.0,4,53.255,22,11,10,2,0,3,0.733,0.0,0.0
Grant Sherfield,24.0,5,112.21666666666667,58,8,20,9,0,16,0.453,0.241,0.75
Grant Williams,25.0,76,2129.56,784,318,174,44,39,109,0.456,0.375,0.757
Grayson Allen,28.0,75,2513.3,1014,295,227,69,45,95,0.499,0.461,0.878
Greg Brown III,22.0,26,685.475,466,216,25,23,68,59,0.588,0.283,0.659
Greg Brown III,22.0,8,162.61,83,43,1,5,20,7,0.638,0.429,0.714
Greg Brown III,22.0,6,39.74333333333333,15,9,4,0,4,4,0.455,0.333,0.444
Gui Santos,22.0,29,362.50666666666666,188,83,22,9,2,23,0.512,0.323,0.824
Gui Santos,22.0,17,512.0633333333334,258,130,50,11,9,52,0.437,0.355,0.725
Haley Jones,23.0,40,583.55,149,94,92,16,12,54,0.337,0.214,0.756
Hamidou Diallo,25.0,29,850.8033333333333,583,223,49,38,18,59,0.555,0.3,0.73
Hamidou Diallo,25.0,2,4.75,2,2,1,2,0,1,0.5,0.0,0.0
Han Xu,24.0,8,35.565,12,7,0,2,1,5,0.3,0.0,0.0
Harrison Barnes,32.0,82,2380.87,1000,249,99,54,12,58,0.474,0.387,0.801
Harry Giles III,26.0,23,99.92,56,30,6,2,3,6,0.46,0.214,0.538
Harry Giles III,26.0,4,106.33666666666667,47,39,15,2,2,10,0.463,0.273,1.0
Haywood Highsmith,27.0,66,1365.835,405,210,70,53,30,34,0.465,0.396,0.639
Henri Drell,24.0,30,1015.2066666666667,468,252,83,48,33,71,0.437,0.316,0.746
Henri Drell,24.0,9,120.765,46,25,11,6,5,9,0.372,0.296,0.75
Herbert Jones,25.0,76,2321.4283333333333,837,272,199,105,62,93,0.498,0.418,0.867
Hunter Hale,27.0,3,58.11666666666667,49,7,8,1,0,1,0.529,0.522,0.5
Hunter Maldonado,25.0,34,858.065,350,160,164,37,12,86,0.466,0.35,0.667
Hunter Maldonado,25.0,5,93.26666666666667,21,19,16,4,0,9,0.429,0.2,1.0
Hunter Tyson,24.0,23,192.05833333333334,124,39,11,5,3,9,0.506,0.44,0.87
Hunter Tyson,24.0,17,632.4783333333334,405,136,40,22,5,30,0.436,0.408,0.833
Hyunjung Lee,23.0,3,37.05,13,5,1,1,1,1,0.571,0.5,1.0
Ibou Badji,21.0,27,321.44166666666666,52,65,19,6,29,20,0.512,0.0,0.588
Ibou Badji,21.0,3,60.95166666666667,18,10,3,0,9,2,0.818,0.0,0.0
Ike Anigbogu,25.0,9,124.17833333333333,38,49,4,1,14,10,0.5,0.667,0.286
Iliana Rupert,22.0,20,158.02333333333334,35,39,10,7,7,10,0.353,0.273,0.625
Immanuel Quickley,25.0,68,1985.3366666666666,1156,259,331,50,10,101,0.434,0.395,0.853
Isaac Johnson,26.0,6,41.843333333333334,4,5,1,1,0,2,0.25,0.0,0.0
Isaac Okoro,23.0,69,1887.0566666666666,647,206,132,57,34,54,0.49,0.391,0.679
Isaiah Hartenstein,26.0,75,1896.3483333333334,582,626,188,87,85,93,0.644,0.333,0.707
Isaiah Jackson,22.0,62,826.2716666666666,417,263,51,35,64,41,0.668,0.0,0.708
Isaiah Joe,24.0,78,1444.8666666666666,636,180,99,46,22,47,0.458,0.416,0.865
Isaiah Livers,25.0,23,469.39666666666665,114,48,25,13,5,16,0.345,0.286,0.667
Isaiah Miller,26.0,34,695.365,407,168,123,48,12,38,0.484,0.212,0.644
Isaiah Mobley,24.0,23,708.6333333333333,394,186,84,17,22,63,0.483,0.39,0.619
Isaiah Mobley,24.0,16,241.97333333333333,130,60,33,8,9,16,0.475,0.269,0.644
Isaiah Roby,26.0,9,269.75,124,87,27,9,16,18,0.42,0.415,0.684
Isaiah Roby,26.0,4,102.81333333333333,42,21,7,3,3,10,0.5,0.25,0.714
Isaiah Stewart,23.0,46,1422.8166666666666,503,305,73,17,38,66,0.487,0.383,0.753
Isaiah Thomas,35.0,6,19.383333333333333,8,0,3,0,0,0,0.3,0.5,0.0
Isaiah Thomas,35.0,4,147.43333333333334,130,12,21,5,0,11,0.407,0.446,0.909
Isaiah Wong,23.0,30,808.8666666666667,441,110,94,20,7,65,0.431,0.28,0.814
Isaiah Wong,23.0,6,91.635,61,7,13,1,2,11,0.444,0.381,0.684
Isaih Moore,23.0,10,184.93166666666667,85,54,8,6,6,7,0.673,1.0,0.818
Ish Smith,35.0,43,740.8466666666667,139,76,145,17,4,47,0.418,0.5,0.75
Ish Wainright,29.0,11,62.39,23,14,1,4,1,2,0.292,0.35,1.0
Isiaha Mike,26.0,5,62.541666666666664,24,12,3,3,0,2,0.364,0.429,0.714
Isiaih Mosley,24.0,13,174.875,50,27,20,7,2,14,0.393,0.25,0.5
Ismael Kamagate,23.0,4,72.7,27,24,4,1,6,9,0.733,0.0,0.714
Ivana Dojkić,26.0,23,460.6766666666667,150,40,65,18,4,35,0.403,0.418,0.721
Iverson Molinar,24.0,32,863.515,480,85,122,15,8,73,0.496,0.317,0.81
Iverson Molinar,24.0,3,31.8,15,3,3,1,0,3,0.583,0.0,0.5
Ivica Zubac,27.0,68,1794.4483333333333,794,626,93,22,83,79,0.649,0.0,0.723
Izaiah Brockington,24.0,33,942.6633333333333,408,178,69,34,9,47,0.475,0.419,0.757
Izaiah Brockington,24.0,4,36.78333333333333,20,9,4,2,0,4,0.353,0.333,0.857
Izan Almansa,19.0,32,882.9133333333333,374,236,39,24,17,29,0.556,0.2,0.606
JD Davison,21.0,28,962.285,583,151,240,41,21,86,0.451,0.266,0.682
JD Davison,21.0,13,170.51,65,30,46,8,4,24,0.411,0.318,0.8
JT Shumate,25.0,1,5.483333333333333,2,0,0,0,0,0,0.5,0.0,0.0
JT Thor,21.0,63,780.6266666666667,199,146,29,11,27,15,0.437,0.346,0.55
Ja Morant,24.0,9,317.925,226,50,73,7,5,27,0.471,0.275,0.813
Ja'von Franklin,25.0,2,18.516666666666666,3,4,3,0,0,0,0.0,0.0,0.5
JaVale McGee,36.0,46,339.3616666666667,185,126,17,14,20,34,0.598,0.143,0.578
Jabari Smith Jr.,21.0,78,2488.181666666667,1115,630,129,53,63,94,0.455,0.362,0.816
Jabari Walker,21.0,77,1816.9966666666667,698,549,79,46,23,73,0.468,0.311,0.751
Jack Nunge,25.0,3,43.46666666666667,19,9,4,3,2,1,0.438,0.333,1.0
Jack White,26.0,22,592.46,200,133,42,22,23,16,0.436,0.349,0.577
Jack White,26.0,4,63.64833333333333,6,12,1,4,1,2,0.125,0.2,0.0
Jackie Young,26.0,40,1258.645,704,160,151,52,5,70,0.523,0.449,0.867
Jackson Rowe,27.0,31,956.055,429,219,82,43,45,48,0.494,0.356,0.788
Jacob Gilyard,25.0,41,698.405,173,46,137,33,5,30,0.4,0.405,1.0
Jacob Gilyard,25.0,15,453.8066666666667,166,30,124,23,7,33,0.342,0.352,0.895
Jacob Gilyard,25.0,6,162.485,39,23,39,16,2,13,0.481,0.5,0.25
Jacob Toppin,24.0,25,916.4316666666666,495,214,68,22,27,52,0.482,0.336,0.76
Jacob Toppin,24.0,9,38.151666666666664,13,7,3,0,1,1,0.556,0.25,1.0
Jacob Young,26.0,20,318.64166666666665,98,45,39,17,2,20,0.393,0.263,0.25
Jade Melbourne,21.0,29,306.83166666666665,76,34,35,12,1,26,0.391,0.15,0.793
Jaden Hardy,21.0,76,1090.27,599,148,117,25,7,69,0.402,0.348,0.761
Jaden Ivey,22.0,79,2274.076666666667,1221,272,310,64,42,200,0.428,0.333,0.75
Jaden McDaniels,23.0,72,2105.4533333333334,757,224,101,63,42,87,0.489,0.337,0.722
Jaden Shackelford,23.0,34,949.3116666666666,447,90,89,31,4,52,0.384,0.357,0.744
Jaden Shackelford,23.0,7,136.45,63,17,9,8,0,6,0.344,0.341,0.583
Jaden Springer,21.0,49,506.995,163,78,44,36,15,34,0.399,0.208,0.833
Jaden Springer,21.0,6,174.07833333333335,113,22,13,17,7,14,0.416,0.25,0.843
Jaden Springer,21.0,1,33.61666666666667,26,6,3,1,0,1,0.611,0.5,0.4
Jae Crowder,33.0,50,1155.6983333333333,312,161,66,38,9,23,0.422,0.349,0.722
Jae'Sean Tate,28.0,65,1031.4566666666667,265,197,64,42,15,37,0.472,0.299,0.667
Jahmi'us Ramsey,23.0,20,614.845,440,164,78,24,4,52,0.548,0.409,0.671
Jahmi'us Ramsey,23.0,7,121.085,47,22,8,7,0,7,0.439,0.273,0.833
Jahmi'us Ramsey,23.0,3,48.93333333333333,24,5,4,1,0,6,0.417,0.333,0.923
Jaiden Delaire,23.0,9,165.18833333333333,84,35,7,9,1,7,0.518,0.35,0.55
Jaime Echenique,27.0,2,6.916666666666667,4,0,0,0,0,3,1.0,0.0,0.0
Jaime Jaquez Jr.,23.0,77,2150.7283333333335,915,289,198,78,20,115,0.487,0.327,0.811
Jaire Grayer,27.0,9,145.22166666666666,52,27,3,5,2,5,0.364,0.185,0.833
Jaizec Lottie,26.0,3,32.723333333333336,14,2,4,0,0,6,0.267,0.333,0.667
Jake LaRavia,22.0,41,975.385,489,151,70,34,19,54,0.387,0.335,0.821
Jake LaRavia,22.0,6,210.455,131,24,14,7,3,14,0.387,0.321,0.818
Jake Stephens,24.0,30,557.9216666666666,241,159,76,15,29,32,0.583,0.318,0.913
Jake Stephens,24.0,3,36.61666666666667,5,5,4,0,2,2,0.286,0.5,0.0
Jakob Poeltl,28.0,50,1319.1083333333333,555,429,127,35,76,77,0.656,0.0,0.551
Jalen Brunson,27.0,77,2726.3033333333333,2212,278,519,70,13,186,0.479,0.401,0.847
Jalen Crutcher,24.0,33,1139.79,520,107,192,28,13,79,0.442,0.397,0.898
Jalen Crutcher,24.0,5,61.10166666666667,19,7,8,1,0,4,0.429,0.0,1.0
Jalen Duren,20.0,63,1835.0983333333334,881,727,149,33,48,137,0.621,0.167,0.779
Jalen Green,22.0,82,2601.3816666666667,1610,423,291,66,28,191,0.423,0.332,0.804
Jalen Harris,25.0,26,688.7,389,88,77,25,12,49,0.456,0.39,0.919
Jalen Harris,25.0,4,72.50666666666666,29,10,9,4,2,9,0.353,0.214,0.4
