PLAYER_NAME,AGE,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT
Adama Sanogo,23.0,8,121.85333333333334,68,41,4,7,4,12,0.614,0.0,0.875
Ade Murkey,27.0,21,431.49333333333334,156,46,29,23,12,18,0.362,0.338,0.733
Ade Murkey,27.0,1,10.0,7,2,1,0,0,0,0.6,0.5,0.0
Adem Bona,22.0,66,1077.1316666666667,383,287,33,35,90,78,0.685,0.0,0.699
Adonis Arms,27.0,3,104.81833333333333,62,20,11,5,2,6,0.556,0.214,0.692
Adonis Arms,27.0,3,33.06,18,7,3,0,1,4,0.583,0.4,0.5
Aerial Powers,31.0,17,303.695,146,56,24,16,4,18,0.355,0.389,0.791
Ahmad Caver,28.0,2,28.851666666666667,17,4,2,0,1,2,0.636,0.5,0.667
Ahmad Caver,28.0,2,19.266666666666666,7,2,5,1,0,1,0.5,0.5,0.0
Ajay Mitchell,23.0,41,726.405,316,83,87,33,7,41,0.504,0.387,0.854
Akoldah Gak,22.0,12,231.805,56,44,10,3,8,23,0.429,0.25,0.7
Al Horford,39.0,60,1658.5733333333333,538,369,128,36,51,46,0.423,0.363,0.895
Alan Griffin,25.0,1,13.108333333333333,6,3,0,3,1,2,0.5,0.5,0.5
Alanna Smith,28.0,39,1034.9416666666666,395,219,124,53,57,76,0.471,0.398,0.75
Alec Burks,33.0,49,863.4966666666667,356,124,55,28,7,29,0.424,0.425,0.776
Alex Caruso,31.0,54,1040.635,382,159,137,87,30,37,0.446,0.353,0.824
Alex Ducas,24.0,21,125.34166666666667,36,26,5,5,0,4,0.4,0.476,1.0
Alex Ducas,24.0,2,57.63166666666667,11,4,1,2,0,2,0.214,0.2,1.0
Alex Fudge,22.0,9,90.42166666666667,27,25,2,3,3,6,0.333,0.333,0.667
Alex Fudge,22.0,5,65.72833333333334,23,16,6,3,2,3,0.379,0.125,0.0
Alex Gil-Fernandez,27.0,17,260.1166666666667,89,41,18,16,8,14,0.54,0.414,0.75
Alex Gil-Fernandez,30.0,2,13.35,6,3,0,0,0,1,0.6,0.0,0.0
Alex Len,32.0,46,379.79,74,95,38,9,21,20,0.508,0.222,0.471
Alex Morales,27.0,30,925.8166666666667,282,204,106,54,15,56,0.504,0.3,0.625
Alex O'Connell,26.0,31,620.7216666666667,248,119,38,16,6,30,0.423,0.32,0.786
Alex Reese,26.0,21,631.42,365,147,27,27,38,32,0.444,0.374,0.824
Alex Reese,26.0,15,216.04666666666665,76,47,4,10,10,6,0.481,0.366,0.75
Alex Reese,26.0,5,60.221666666666664,38,11,2,3,2,7,0.324,0.296,0.857
Alex Sarr,20.0,71,1932.7233333333334,891,466,174,47,111,123,0.383,0.299,0.675
Alex Schumacher,24.0,32,768.66,294,90,115,19,5,65,0.406,0.245,0.828
Alissa Pili,24.0,22,138.25333333333333,53,27,5,5,2,19,0.422,0.333,0.545
Aliyah Boston,23.0,40,1236.12,560,355,126,35,49,79,0.529,0.269,0.736
Allisha Gray,30.0,40,1326.92,622,175,107,42,29,67,0.403,0.342,0.769
Alondes Williams,26.0,32,1059.3966666666668,578,144,198,47,18,117,0.476,0.329,0.781
Alondes Williams,26.0,8,190.85,92,32,35,7,3,15,0.402,0.395,0.688
Alondes Williams,26.0,1,3.716666666666667,5,0,1,0,0,0,1.0,1.0,0.0
Alperen Sengun,22.0,76,2394.9766666666665,1451,786,372,84,61,194,0.496,0.233,0.692
Alysha Clark,37.0,40,971.7183333333334,240,145,70,33,11,55,0.443,0.373,0.821
Alyssa Thomas,33.0,40,1295.8183333333334,423,337,317,62,18,145,0.509,0.0,0.628
Amari Bailey,21.0,10,255.66166666666666,103,31,52,14,2,22,0.414,0.278,0.889
Amari Bailey,21.0,5,66.89166666666667,30,4,9,1,1,7,0.391,0.5,0.643
Amari Kelly,25.0,1,15.7,4,5,0,0,0,1,0.667,0.0,0.0
Amauri Hardy,27.0,5,58.925,27,9,12,1,0,5,0.36,0.3,0.75
Amen Thompson,22.0,69,2225.415,970,564,265,97,89,138,0.557,0.275,0.684
Aminu Mohammed,23.0,33,766.0133333333333,284,172,73,41,13,41,0.498,0.25,0.591
Aminu Mohammed,23.0,1,5.233333333333333,0,3,1,0,0,0,0.0,0.0,0.0
Amir Coffey,28.0,72,1747.54,696,161,77,40,7,45,0.471,0.409,0.891
Amy Atwell,27.0,6,59.44166666666667,15,6,6,0,1,2,0.267,0.231,0.8
Andre Drummond,31.0,40,750.6333333333333,293,310,34,39,18,55,0.5,0.15,0.622
Andre Jackson Jr.,23.0,70,1034.8583333333333,243,189,89,34,14,67,0.478,0.373,0.5
Andrew Funk,25.0,33,1108.145,321,133,103,22,6,46,0.39,0.368,0.7
Andrew Funk,25.0,5,69.46,12,4,3,3,0,1,0.167,0.176,0.75
Andrew Nembhard,25.0,65,1880.67,653,216,326,79,11,112,0.458,0.291,0.794
Andrew Wiggins,30.0,60,1842.2816666666668,1078,269,158,60,50,99,0.448,0.374,0.763
Anfernee Simons,26.0,70,2291.8983333333335,1348,189,337,60,5,143,0.426,0.363,0.902
Angel Reese,23.0,34,1103.8083333333334,462,446,63,44,16,75,0.391,0.188,0.736
Anthony Black,21.0,80,1942.1933333333334,761,235,249,91,49,145,0.425,0.317,0.76
Anthony Davis,32.0,51,1705.4883333333332,1261,590,181,59,110,113,0.516,0.282,0.775
Anthony Edwards,23.0,79,2871.0583333333334,2177,450,359,91,51,249,0.447,0.395,0.837
Anthony Gill,32.0,51,397.575,129,66,16,9,2,10,0.489,0.323,0.66
Anthony Tarke,28.0,3,37.88333333333333,11,9,1,1,4,2,0.556,0.333,0.0
Antoine Davis,26.0,8,89.56666666666666,50,13,10,3,1,5,0.346,0.324,0.667
Antoine Davis,26.0,3,72.80333333333333,44,5,8,5,1,3,0.432,0.417,1.0
Antoine Davis,26.0,3,18.133333333333333,7,0,0,0,0,0,0.375,0.25,0.0
Anton Watson,24.0,21,627.4683333333334,252,115,45,15,2,24,0.426,0.308,0.688
Anton Watson,24.0,9,22.166666666666668,8,3,2,1,0,2,0.444,0.0,0.0
Anton Watson,24.0,5,121.82166666666667,59,26,8,4,5,3,0.511,0.35,0.857
Antonio Reeves,24.0,49,770.7216666666667,364,75,47,26,8,40,0.448,0.383,0.771
Antonio Reeves,24.0,9,344.80333333333334,223,54,17,7,5,16,0.497,0.485,0.813
Ariel Atkins,28.0,40,1196.05,597,135,124,59,17,92,0.437,0.357,0.848
Ariel Hukporti,23.0,30,311.62666666666667,90,87,17,1,18,29,0.661,0.0,0.522
Ariel Hukporti,23.0,4,95.795,29,28,2,3,7,4,0.48,0.0,1.0
Arike Ogunbowale,28.0,38,1465.535,845,173,195,81,11,103,0.383,0.346,0.921
Armaan Franklin,24.0,16,325.175,115,73,17,15,9,20,0.42,0.297,0.765
Armaan Franklin,24.0,1,0.595,0,0,0,0,0,0,0.0,0.0,0.0
Armando Bacot,25.0,34,1051.955,618,323,77,33,32,80,0.476,0.355,0.788
Armando Bacot,25.0,4,62.641666666666666,29,20,3,5,4,9,0.545,1.0,0.667
Armel Traore,22.0,17,194.50833333333333,69,53,5,8,5,10,0.431,0.125,0.515
Armel Traore,22.0,8,202.48166666666665,106,66,12,2,3,14,0.513,0.344,0.563
Asanti Price,23.0,6,111.46333333333334,42,12,4,3,2,3,0.436,0.308,0.0
Astou Ndour-Fall,30.0,22,92.38833333333334,25,18,1,1,4,3,0.346,0.2,0.833
Au'Diese Toney,25.0,5,75.54,9,13,3,4,0,5,0.083,0.0,0.875
Ausar Thompson,22.0,59,1327.715,594,303,134,98,40,80,0.535,0.224,0.641
Austin Reaves,27.0,73,2550.0916666666667,1475,329,421,81,22,177,0.46,0.377,0.877
Ayo Dosunmu,25.0,46,1393.8833333333334,566,161,208,43,18,69,0.492,0.328,0.785
Azurá Stevens,29.0,20,493.29,192,140,38,17,18,36,0.399,0.35,0.815
Babacar Sane,21.0,29,505.1616666666667,253,113,13,12,7,40,0.432,0.247,0.622
Babacar Sane,21.0,3,31.333333333333332,17,9,1,1,0,1,0.462,0.286,0.6
Babatunde Akingbola,25.0,4,39.016666666666666,7,7,1,0,0,2,0.333,0.0,0.25
Bam Adebayo,27.0,78,2673.693333333333,1410,749,337,98,53,161,0.485,0.357,0.765
Baylor Scheierman,24.0,36,522.7433333333333,169,92,50,22,2,21,0.357,0.31,0.75
Baylor Scheierman,24.0,14,496.2,286,87,72,21,3,39,0.421,0.408,0.861
Ben Coupet Jr.,27.0,29,792.8416666666667,290,88,33,35,13,32,0.412,0.304,0.64
Ben Sheppard,23.0,65,1290.98,346,182,86,41,14,28,0.409,0.338,0.903
Ben Simmons,28.0,51,1119.6933333333334,256,241,285,38,23,102,0.52,0.0,0.727
Bennedict Mathurin,23.0,72,2149.318333333333,1156,383,136,47,24,135,0.458,0.34,0.831
Betnijah Laney-Hamilton,31.0,28,847.5933333333334,329,118,93,32,1,66,0.456,0.402,0.906
Bilal Coulibaly,20.0,59,1947.5066666666667,727,294,199,78,41,125,0.421,0.281,0.746
Bismack Biyombo,32.0,28,527.4866666666667,144,158,31,16,23,27,0.588,0.0,0.4
Blake Hinson,25.0,34,997.475,685,171,45,23,9,52,0.457,0.383,0.627
Blake Hinson,25.0,8,166.62333333333333,87,20,10,5,1,7,0.341,0.328,0.714
Blake Wesley,22.0,58,683.1066666666667,217,61,114,37,6,54,0.435,0.293,0.623
Bobby Portis,30.0,49,1243.68,680,411,104,35,26,57,0.466,0.365,0.836
Bobi Klintman,22.0,31,976.7783333333333,379,216,133,27,19,96,0.426,0.299,0.63
Bobi Klintman,22.0,13,187.38,71,43,26,7,4,12,0.45,0.417,0.5
Bogdan Bogdanović,32.0,54,1347.6583333333333,583,159,146,41,11,74,0.427,0.363,0.879
Bol Bol,25.0,36,448.48333333333335,244,104,22,9,25,20,0.525,0.344,0.769
Bones Hyland,24.0,24,238.77,149,25,32,18,4,25,0.398,0.39,0.885
Bones Hyland,24.0,2,81.59666666666666,67,9,10,8,2,2,0.422,0.438,0.778
Boo Buie III,25.0,27,581.2566666666667,300,69,89,15,5,35,0.413,0.368,0.688
Boo Buie III,25.0,5,105.58166666666666,45,7,10,5,1,6,0.326,0.296,0.818
Boogie Ellis,24.0,15,303.33666666666664,140,50,35,15,4,20,0.363,0.376,0.778
Boogie Ellis,24.0,5,86.55,56,9,7,6,1,7,0.513,0.545,0.667
Boogie Ellis,24.0,3,52.78333333333333,30,10,5,4,0,2,0.44,0.429,1.0
Boqiao Jiao,23.0,3,37.681666666666665,21,9,2,0,1,5,0.471,0.5,1.0
Bradley Beal,32.0,53,1702.1916666666666,902,177,195,58,28,99,0.497,0.386,0.803
Branden Carlson,26.0,32,246.40333333333334,122,54,14,5,21,7,0.443,0.333,0.778
Branden Carlson,26.0,7,210.36,130,63,17,4,22,11,0.489,0.327,1.0
Branden Carlson,26.0,5,102.48333333333333,48,27,3,0,12,7,0.447,0.333,0.875
Brandin Podziemski,22.0,67,1806.1316666666667,799,346,237,73,13,88,0.444,0.374,0.764
Brandon Boston,23.0,42,992.78,448,134,92,53,9,52,0.436,0.35,0.788
Brandon Clarke,28.0,64,1206.8616666666667,534,326,66,52,36,41,0.621,0.059,0.701
Brandon Ingram,27.0,18,595.0316666666666,400,100,93,16,11,69,0.465,0.374,0.855
Brandon Miller,22.0,28,956.3566666666667,591,139,100,29,20,83,0.404,0.36,0.867
Brandon Slater,25.0,8,141.79,46,23,7,10,3,9,0.333,0.25,0.667
Brandon Williams,25.0,35,538.9316666666666,307,64,85,27,5,47,0.519,0.397,0.821
Brandon Williams,25.0,2,80.81833333333333,61,9,19,3,1,12,0.514,0.389,0.714
Braxton Key,28.0,33,1080.6983333333333,606,313,149,95,36,86,0.502,0.286,0.684
Braxton Key,28.0,3,10.825,3,2,0,2,0,1,0.0,0.0,0.5
Breanna Stewart,30.0,38,1243.195,777,323,134,64,48,65,0.458,0.295,0.845
Brian Bowen II,26.0,27,516.6966666666667,185,135,26,14,9,27,0.503,0.36,0.737
Brianna Turner,28.0,27,252.68333333333334,33,53,10,9,13,12,0.615,0.0,0.5
Brice Sensabaugh,21.0,75,1508.2033333333334,825,221,115,46,10,121,0.458,0.423,0.906
Bridget Carleton,28.0,39,1164.575,373,147,87,39,12,40,0.444,0.444,0.789
Brionna Jones,29.0,40,1087.365,549,221,60,46,23,51,0.538,0.143,0.738
Brittney Griner,34.0,30,861.0833333333334,534,197,69,16,46,53,0.579,0.5,0.777
Brittney Sykes,31.0,18,418.5833333333333,220,73,55,16,7,40,0.405,0.271,0.75
Bronny James,20.0,33,332.16,104,39,31,15,8,24,0.319,0.218,0.727
Bronny James,20.0,11,376.23,241,57,59,21,3,38,0.44,0.38,0.815
Brook Lopez,37.0,80,2546.07,1041,401,143,50,148,84,0.509,0.373,0.826
Bruce Brown,28.0,41,921.53,340,164,84,34,10,39,0.421,0.333,0.815
Bruno Fernando,26.0,17,146.58,58,51,18,4,9,14,0.531,0.0,0.75
Bryce Golden,25.0,5,49.7,19,10,0,1,0,5,0.6,0.25,0.0
Bryce McGowens,22.0,17,111.98333333333333,76,10,7,4,1,11,0.367,0.24,0.839
Bryce McGowens,22.0,16,554.39,461,61,52,22,13,48,0.48,0.326,0.804
Bryce McGowens,22.0,3,78.18333333333334,55,11,6,2,0,2,0.429,0.2,0.786
Bryson Warren,20.0,34,968.5566666666666,472,106,155,38,11,62,0.429,0.39,0.8
Bryson Warren,20.0,3,23.683333333333334,2,2,5,1,0,1,0.091,0.0,0.0
Bryson Williams,27.0,2,18.083333333333332,6,4,1,0,0,0,0.6,0.0,0.0
Bub Carrington,19.0,87,2620.7883333333334,886,378,390,59,24,153,0.395,0.341,0.822
Buddy Boeheim,25.0,24,592.615,255,80,41,14,2,25,0.343,0.337,0.778
Buddy Boeheim,25.0,8,104.54,44,12,5,4,1,5,0.333,0.333,0.571
Buddy Hield,32.0,82,1862.9883333333332,912,264,134,69,23,91,0.417,0.37,0.828
CJ McCollum,33.0,56,1831.6783333333333,1183,212,227,46,24,106,0.444,0.373,0.717
Cade Cunningham,23.0,70,2451.9466666666667,1830,425,638,71,53,309,0.469,0.356,0.846
Caitlin Bickle,25.0,8,14.575,0,0,0,0,0,0,0.0,0.0,0.0
Caitlin Clark,23.0,40,1415.875,769,227,337,53,27,223,0.417,0.344,0.906
Caleb Daniels,26.0,33,972.485,356,194,51,37,14,33,0.527,0.333,0.732
Caleb Daniels,26.0,7,123.99333333333334,42,24,12,9,2,3,0.406,0.25,0.857
Caleb Houstan,22.0,58,787.99,239,75,35,22,6,13,0.421,0.4,0.882
Caleb Martin,29.0,45,1218.0166666666667,356,177,95,46,23,56,0.424,0.359,0.622
Caleb McConnell,26.0,26,609.645,154,127,44,42,16,30,0.442,0.227,0.857
Caleb McConnell,26.0,6,70.99,20,24,13,6,1,7,0.412,0.333,0.625
Cam Christie,19.0,25,799.575,454,111,63,21,13,41,0.412,0.322,0.788
Cam Christie,19.0,18,186.03666666666666,75,24,13,10,2,5,0.347,0.34,0.667
Cam Reddish,25.0,33,589.45,105,66,22,33,10,12,0.404,0.277,0.615
Cam Spencer,25.0,29,356.1933333333333,161,46,49,15,1,10,0.467,0.408,0.952
Cam Spencer,25.0,5,161.91333333333333,102,14,21,6,2,5,0.485,0.439,0.714
Cam Thomas,23.0,25,781.1566666666666,599,83,94,15,2,62,0.438,0.349,0.881
Cam Whitmore,20.0,54,913.9633333333334,527,172,62,41,14,50,0.438,0.335,0.736
Cameron Brink,23.0,15,329.49666666666667,113,80,25,16,35,34,0.398,0.323,0.84
Cameron Brown,24.0,27,562.565,191,94,28,19,10,25,0.383,0.331,0.563
Cameron Johnson,29.0,57,1799.7633333333333,1070,247,194,53,25,99,0.475,0.39,0.893
Cameron Martin,27.0,7,94.8,30,20,7,3,0,1,0.4,0.571,0.75
Cameron McGriff,27.0,29,786.3683333333333,356,178,43,21,8,56,0.41,0.323,0.905
Cameron Parker,26.0,25,388.1666666666667,164,55,130,10,0,31,0.415,0.353,0.861
Cameron Payne,30.0,72,1089.9766666666667,500,104,203,39,16,52,0.401,0.363,0.907
Cameron Tyson,25.0,30,615.335,268,69,35,9,1,15,0.371,0.33,0.818
Caris LeVert,30.0,64,1596.1066666666666,776,203,215,57,33,76,0.467,0.373,0.71
Cason Wallace,21.0,68,1876.26,568,229,173,120,35,59,0.474,0.356,0.811
Cassius Stanley,25.0,18,306.9533333333333,179,72,20,7,5,20,0.492,0.325,0.647
Cecilia Zandalasini,29.0,40,487.33666666666664,183,46,43,15,9,31,0.453,0.443,0.621
Celeste Taylor,24.0,22,328.125,58,28,28,15,10,22,0.339,0.2,0.556
Charisma Osborne,23.0,2,9.983333333333333,2,1,1,0,0,2,0.5,0.0,0.0
Charles Bassey,24.0,36,375.515,157,152,17,14,30,23,0.581,0.0,0.636
Charles Bediako,23.0,34,858.7716666666666,352,316,42,22,43,54,0.587,0.353,0.613
Charles Bediako,23.0,3,34.6,11,7,1,2,1,0,0.429,1.0,0.667
Charles Matthews,28.0,13,122.325,35,21,3,5,0,6,0.452,0.182,0.8
Charles Pride,25.0,3,21.888333333333332,3,4,2,0,0,1,0.5,1.0,0.0
Charlie Brown Jr.,28.0,21,562.9266666666666,262,76,45,37,16,36,0.415,0.315,0.805
Charlie Brown Jr.,28.0,5,94.23333333333333,40,13,5,6,4,7,0.375,0.3,1.0
Chase Audige,26.0,2,18.433333333333334,7,1,1,2,0,0,0.333,0.333,0.667
Chase Jeter,27.0,15,132.835,48,37,6,4,6,13,0.543,0.0,0.545
Chasson Randle,32.0,30,650.6816666666666,257,60,75,19,3,34,0.433,0.398,0.828
Cheikh Mbacke Diong,25.0,15,195.45166666666665,43,62,5,4,12,12,0.486,0.5,1.0
Chelsea Gray,32.0,27,701.7783333333333,233,79,132,34,19,64,0.408,0.338,0.813
Chennedy Carter,26.0,33,858.105,577,117,102,36,6,55,0.487,0.29,0.73
Chet Holmgren,23.0,32,876.54,479,257,63,23,71,56,0.49,0.379,0.754
Cheyenne Parker-Tyus,32.0,25,491.8383333333333,231,121,37,21,9,52,0.444,0.214,0.899
Chris Boucher,32.0,50,862.3,502,224,33,24,25,29,0.492,0.363,0.782
Chris Duarte,28.0,17,74.46833333333333,36,20,9,0,0,1,0.462,0.4,0.75
Chris Livingston,21.0,26,244.14833333333334,104,78,15,9,1,15,0.469,0.273,0.688
Chris Livingston,21.0,11,314.07666666666665,198,87,22,12,5,29,0.486,0.283,0.789
Chris Martin,26.0,5,90.21666666666667,31,15,11,2,1,5,0.345,0.533,0.667
Chris Paul,40.0,82,2292.1633333333334,723,296,605,103,22,129,0.427,0.377,0.924
Chris Walker,30.0,18,214.78333333333333,47,67,4,8,18,12,0.442,0.0,0.625
Christian Braun,24.0,79,2675.383333333333,1218,410,205,85,37,81,0.58,0.397,0.827
Christian Brown,24.0,24,276.95666666666665,150,50,12,10,4,11,0.466,0.231,0.692
Christian Koloko,25.0,37,341.53,90,92,16,8,16,12,0.606,0.0,0.714
Christian Koloko,25.0,10,299.7216666666667,148,84,17,4,31,18,0.545,0.217,0.704
Christian Terrell,27.0,2,15.316666666666666,2,2,2,1,0,0,0.2,0.0,0.0
Chuma Okeke,26.0,28,1020.0833333333334,487,224,134,42,39,52,0.425,0.359,0.655
Chuma Okeke,26.0,9,196.68,53,47,15,5,4,3,0.5,0.393,0.667
Clarence Daniels,24.0,1,13.288333333333334,7,3,0,0,0,1,0.2,0.5,1.0
Clint Capela,31.0,55,1176.4333333333334,488,469,62,34,53,47,0.559,0.0,0.536
Coby White,25.0,74,2450.2566666666667,1509,273,330,69,16,177,0.453,0.37,0.902
Cody Martin,29.0,53,1173.2066666666667,358,224,105,56,32,51,0.418,0.285,0.705
Cody Williams,20.0,57,1258.0116666666668,305,134,71,26,21,54,0.348,0.259,0.765
Cody Williams,20.0,2,66.31666666666666,57,1,7,4,2,6,0.525,0.533,0.714
Colby Jones,23.0,39,514.6483333333333,157,87,44,26,13,23,0.457,0.327,0.657
Colby Jones,23.0,19,593.59,293,96,60,34,14,42,0.469,0.412,0.462
Colby Jones,23.0,5,119.51,52,19,6,8,1,16,0.356,0.217,0.556
Colby Jones,23.0,3,85.11,25,19,13,6,0,5,0.3,0.3,0.571
Cole Anthony,25.0,67,1234.1133333333332,630,204,191,45,32,103,0.424,0.353,0.823
Cole Swider,26.0,18,641.075,372,108,33,15,4,15,0.483,0.441,0.923
Cole Swider,26.0,10,169.5,59,27,3,4,2,4,0.349,0.319,0.0
Cole Swider,26.0,8,171.94,108,20,7,3,3,5,0.478,0.491,0.9
Colin Castleton,25.0,26,431.99,123,122,28,8,10,23,0.469,0.125,0.763
Colin Castleton,25.0,19,575.9116666666666,346,200,57,20,22,44,0.588,0.333,0.764
Colin Castleton,25.0,8,191.86666666666667,88,74,28,6,7,16,0.531,0.5,0.857
Collin Gillespie,26.0,33,461.2183333333333,194,78,78,21,5,17,0.43,0.433,0.864
Collin Gillespie,26.0,10,334.28333333333336,212,75,110,19,2,32,0.432,0.292,0.886
Collin Sexton,26.0,63,1757.76,1159,171,264,47,6,160,0.48,0.406,0.865
Corey Kispert,26.0,61,1601.5233333333333,705,181,103,26,14,64,0.451,0.364,0.852
Cormac Ryan,26.0,27,743.2866666666666,337,104,50,22,6,32,0.402,0.356,0.982
Cormac Ryan,26.0,7,88.9,28,16,2,3,0,5,0.194,0.25,1.0
Cory Joseph,33.0,50,611.7333333333333,177,74,72,26,4,18,0.403,0.364,0.778
Courtney Vandersloot,36.0,31,691.5833333333334,197,81,149,25,15,56,0.445,0.269,0.548
Courtney Williams,31.0,40,1060.925,445,186,221,36,16,98,0.443,0.333,0.81
Craig Porter Jr.,25.0,54,582.095,227,80,83,24,17,44,0.491,0.387,0.717
Craig Porter Jr.,25.0,4,136.03333333333333,72,19,33,12,3,12,0.526,0.273,0.667
Craig Randall II,29.0,21,704.6933333333334,448,79,95,26,4,56,0.394,0.347,0.68
Crystal Dangerfield,27.0,33,440.44666666666666,106,34,62,11,6,26,0.282,0.274,0.882
Cui Yongxi,22.0,5,10.318333333333333,3,2,0,0,0,0,0.143,0.0,0.5
Cui Yongxi,22.0,3,21.6,9,0,1,0,0,0,0.429,0.4,1.0
D'Angelo Russell,29.0,58,1480.4183333333333,732,162,297,56,23,108,0.39,0.314,0.834
D'Moi Hodge,26.0,2,22.493333333333332,13,2,2,2,1,1,0.5,0.375,0.0
D.J. Carton,24.0,19,568.6866666666666,249,51,94,37,3,42,0.429,0.308,0.676
D.J. Carton,24.0,9,140.60333333333332,53,16,18,9,2,12,0.457,0.286,0.636
DJ Burns,24.0,4,47.626666666666665,23,9,4,3,2,3,0.556,0.0,0.75
DJ Horne,24.0,6,64.36666666666666,24,12,7,2,1,4,0.281,0.158,0.75
DJ Jeffries,25.0,6,77.32,11,15,2,6,5,5,0.364,0.6,0.0
DJ Jeffries,25.0,1,9.366666666666667,2,1,0,1,0,2,0.25,0.0,0.0
DJ Rodman,24.0,25,605.32,171,142,41,17,4,21,0.42,0.4,0.619
DJ Rodman,24.0,1,2.6666666666666665,1,3,1,0,0,0,0.0,0.0,0.5
DJ Steward,23.0,29,927.185,552,123,143,28,11,65,0.498,0.344,0.895
DJ Steward,23.0,5,145.71666666666667,87,15,32,7,1,11,0.47,0.4,0.867
DaJuan Gordon,24.0,34,824.185,296,171,66,32,5,48,0.452,0.295,0.674
DaQuan Jeffries,27.0,47,1071.5066666666667,315,135,53,26,25,35,0.405,0.335,0.8
DaRon Holmes II,22.0,1,25.716666666666665,11,7,1,1,0,0,0.5,1.0,0.0
Daeqwon Plowden,26.0,29,973.9666666666667,448,134,61,32,25,48,0.395,0.302,0.914
Daeqwon Plowden,26.0,8,196.34666666666666,117,35,13,2,7,12,0.47,0.396,0.714
Daeqwon Plowden,26.0,6,71.55,43,11,2,0,0,4,0.64,0.529,1.0
Daishen Nix,23.0,24,773.5233333333333,366,125,167,43,11,92,0.4,0.264,0.723
Daishen Nix,23.0,8,161.46666666666667,77,31,33,13,4,22,0.4,0.263,0.727
Dakota Mathias,29.0,31,1119.8966666666668,536,150,106,41,12,42,0.436,0.367,0.962
Dakota Mathias,29.0,5,59.05,33,6,1,0,2,2,0.462,0.429,1.0
Dakota Rivers,24.0,15,249.11,87,55,8,4,5,8,0.492,0.071,0.813
Dalano Banton,25.0,67,1119.945,559,135,160,43,34,86,0.391,0.324,0.728
Dalen Terry,22.0,73,987.1783333333333,326,124,97,44,15,53,0.448,0.356,0.71
Dalton Knecht,24.0,84,1666.9133333333334,814,245,79,33,10,47,0.447,0.373,0.763
Damian Lillard,34.0,58,2092.87,1447,272,410,70,10,162,0.448,0.376,0.921
Damion Baugh,24.0,22,762.08,276,138,192,41,5,66,0.398,0.337,0.732
Damion Baugh,24.0,15,370.48833333333334,109,50,56,15,2,31,0.323,0.214,0.867
Damion Baugh,24.0,5,110.21833333333333,45,10,5,9,1,6,0.405,0.318,0.8
