PLAYER_NAME,AGE,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT
Damion Lee,32.0,25,144.01833333333335,83,20,11,6,0,10,0.365,0.243,0.952
Damiris Dantas,32.0,20,209.69,89,43,12,5,5,12,0.459,0.394,0.667
Dana Evans,26.0,39,743.3166666666667,279,43,94,26,5,53,0.377,0.376,0.96
Dane Goodwin,25.0,30,823.73,349,121,53,26,13,19,0.464,0.407,0.75
Dane Goodwin,25.0,3,39.16,8,9,0,1,1,5,0.4,0.0,1.0
Dane Goodwin,25.0,2,11.883333333333333,2,3,0,0,0,0,0.333,0.0,0.0
Daniel Gafford,26.0,57,1226.095,701,388,80,23,102,66,0.702,0.0,0.689
Daniel Theis,33.0,38,621.2416666666667,162,164,60,18,20,25,0.473,0.243,0.838
Daniss Jenkins,23.0,32,1163.5116666666668,677,112,229,57,13,104,0.439,0.333,0.779
Daniss Jenkins,23.0,12,153.96666666666667,55,18,22,6,6,10,0.34,0.286,0.786
Danté Exum,29.0,20,372.31,174,33,56,12,3,22,0.478,0.434,0.742
Darin Green,24.0,4,22.85,8,1,1,0,1,0,0.214,0.182,0.0
Darin Green Jr.,24.0,5,37.31666666666667,15,3,3,1,0,2,0.263,0.294,0.0
Dario Šarić,31.0,16,210.38333333333333,56,50,23,7,1,15,0.362,0.269,0.7
Dariq Whitehead,20.0,24,329.475,134,47,16,11,4,21,0.328,0.357,0.692
Dariq Whitehead,20.0,17,457.1483333333333,214,60,23,22,6,22,0.401,0.376,0.684
Darius Bazley,25.0,6,112.675,35,38,9,1,9,10,0.6,0.5,0.429
Darius Brown,25.0,29,786.275,222,106,150,60,1,41,0.376,0.313,0.821
Darius Brown,25.0,5,79.02,36,13,18,5,2,5,0.609,0.467,0.5
Darius Garland,25.0,75,2300.77,1544,214,506,91,11,189,0.472,0.401,0.878
David Duke Jr.,25.0,27,815.8466666666667,456,178,94,42,12,67,0.411,0.321,0.714
David Duke Jr.,25.0,6,33.71666666666667,16,5,4,1,0,2,0.429,0.5,0.5
David Johnson,24.0,22,561.2233333333334,364,93,59,12,10,49,0.471,0.425,0.793
David Jones Garcia,23.0,31,1017.53,758,233,98,46,21,87,0.484,0.343,0.913
David Jones Garcia,23.0,7,127.19,64,39,9,12,7,14,0.423,0.389,0.765
David Muoka,24.0,34,980.6866666666666,393,336,85,22,68,42,0.646,0.0,0.586
David Muoka,24.0,1,8.7,2,3,0,0,1,3,1.0,0.0,0.0
David Roddy,24.0,33,409.75333333333333,153,84,35,14,9,22,0.456,0.311,0.769
David Roddy,24.0,12,344.32,200,67,32,12,5,21,0.507,0.456,0.333
David Roddy,24.0,5,127.68,74,32,12,2,4,14,0.458,0.367,0.818
David Singleton,26.0,22,421.89666666666665,96,55,21,8,4,7,0.465,0.426,0.583
David Stockton,34.0,24,612.895,341,64,134,30,2,50,0.463,0.451,0.837
Davion Mitchell,26.0,74,2027.3133333333333,588,167,363,72,16,128,0.468,0.398,0.69
Davon Reed,30.0,29,963.2283333333334,396,138,89,30,19,51,0.444,0.409,0.913
Day'Ron Sharpe,23.0,50,907.4583333333334,397,330,91,41,42,63,0.521,0.244,0.757
De'Aaron Fox,27.0,62,2241.1366666666668,1459,298,392,91,25,174,0.463,0.31,0.827
De'Andre Hunter,27.0,64,1740.015,1088,258,92,50,13,82,0.47,0.405,0.846
De'Anthony Melton,27.0,6,120.98333333333333,62,20,17,7,2,10,0.407,0.371,0.625
De'Vion Harmon,24.0,27,596.635,264,80,81,21,7,43,0.465,0.279,0.837
DeAndre Jordan,36.0,56,690.7016666666667,209,284,53,16,27,40,0.65,0.0,0.422
DeJon Jarreau,27.0,9,168.575,71,33,22,9,5,9,0.4,0.267,0.864
DeMar DeRozan,35.0,77,2767.615,1710,298,342,62,32,105,0.477,0.328,0.857
DeWanna Bonner,37.0,40,1271.52,601,238,80,47,27,56,0.415,0.294,0.832
Dean Wade,28.0,59,1252.4516666666666,320,249,76,42,20,22,0.413,0.36,0.533
Deandre Ayton,26.0,40,1205.62,576,406,64,31,39,69,0.566,0.188,0.667
Deante Johnson,25.0,29,366.24,113,81,21,11,14,14,0.532,0.0,0.727
Dearica Hamby,31.0,40,1346.3366666666666,691,368,139,68,8,118,0.512,0.341,0.631
Dejounte Murray,28.0,31,1012.1483333333333,542,200,228,63,12,106,0.393,0.299,0.823
Delon Wright,33.0,40,634.4966666666667,125,66,77,35,12,22,0.344,0.274,0.6
Deni Avdija,24.0,72,2161.1483333333335,1219,522,281,71,35,196,0.476,0.365,0.78
Dennis Schröder,31.0,75,2104.778333333333,980,198,404,66,12,142,0.406,0.342,0.838
Dereck Lively II,21.0,36,832.7366666666667,314,270,85,20,56,41,0.702,0.0,0.63
Dereon Seabron,25.0,30,934.735,474,140,181,30,5,84,0.462,0.276,0.711
Dereon Seabron,25.0,3,64.06666666666666,26,13,8,0,1,4,0.533,0.5,0.8
Derrick Jones Jr.,28.0,77,1873.3883333333333,781,263,60,79,33,66,0.526,0.356,0.703
Derrick White,30.0,76,2573.615,1248,341,361,72,80,131,0.442,0.384,0.839
Desmond Bane,27.0,69,2205.225,1327,418,369,80,28,169,0.484,0.392,0.894
Destanni Henderson,26.0,6,104.8,24,12,15,2,1,10,0.345,0.1,0.429
Devin Booker,28.0,75,2794.9666666666667,1923,305,529,67,16,220,0.461,0.332,0.894
Devin Cannady,29.0,4,36.983333333333334,18,2,2,1,0,1,0.429,0.462,0.0
Devin Carter,23.0,36,395.9433333333333,138,76,41,21,4,18,0.37,0.295,0.591
Devin Carter,23.0,5,171.47,133,47,27,10,6,19,0.517,0.38,0.733
Devin Vassell,24.0,64,1983.185,1041,255,183,84,33,88,0.443,0.368,0.792
Devine Eke,28.0,10,91.53333333333333,21,19,5,4,1,6,0.409,0.143,0.2
Devine Eke,28.0,1,8.15,1,0,0,0,0,0,0.0,0.0,0.5
Devon Higgs,25.0,17,229.05833333333334,63,44,13,12,11,15,0.481,0.267,0.778
Devon Higgs,25.0,3,11.116666666666667,3,1,0,0,0,2,0.25,0.25,0.0
Devontae Shuler,27.0,7,91.34,40,10,9,1,2,5,0.425,0.286,0.5
Devonte' Graham,30.0,5,151.70333333333335,54,8,23,8,1,18,0.373,0.343,0.4
Dexter Dennis,26.0,31,917.38,428,103,67,25,27,39,0.427,0.339,0.758
Dexter Dennis,26.0,5,80.89,26,18,7,3,3,7,0.385,0.133,0.667
DiDi Richards,26.0,20,197.71833333333333,46,29,13,2,4,7,0.4,0.0,0.429
DiJonai Carrington,27.0,39,1154.755,496,196,61,61,17,74,0.403,0.25,0.79
Diamond DeShields,30.0,32,440.55333333333334,143,46,43,20,8,29,0.348,0.173,0.611
Diamond Miller,24.0,21,212.88666666666666,61,37,13,7,1,19,0.304,0.192,0.583
Diana Taurasi,43.0,36,1044.065,538,137,122,22,10,68,0.4,0.333,0.857
Dillon Brooks,29.0,75,2388.2616666666668,1053,275,128,60,16,76,0.429,0.397,0.818
Dillon Jones,23.0,59,692.9933333333333,200,157,79,22,4,44,0.391,0.264,0.628
Dillon Jones,23.0,18,567.535,240,126,91,15,5,51,0.438,0.275,0.643
Dink Pate,19.0,34,913.7166666666667,342,173,70,20,3,59,0.408,0.261,0.581
Dmytro Skapintsev,27.0,31,769.6983333333334,278,245,83,24,49,60,0.498,0.19,0.68
Dmytro Skapintsev,27.0,5,87.07166666666667,65,35,7,5,5,8,0.697,0.5,0.783
Domantas Sabonis,29.0,70,2428.8766666666666,1337,972,423,48,26,202,0.59,0.417,0.754
Dominick Barlow,22.0,35,374.99833333333333,148,85,19,9,16,5,0.531,0.259,0.636
Dominick Barlow,22.0,5,162.91666666666666,109,42,7,6,3,7,0.558,0.333,0.625
Donald Carey,25.0,10,117.30833333333334,43,10,12,4,0,6,0.357,0.241,0.5
Donovan Clingan,21.0,71,1425.275,472,576,85,37,127,83,0.519,0.274,0.591
Donovan Mitchell,28.0,71,2232.0333333333333,1701,322,354,95,17,149,0.443,0.368,0.823
Donovan Williams,23.0,18,556.1333333333333,361,88,31,5,7,42,0.454,0.398,0.739
Donovan Williams,23.0,5,92.24,55,20,10,1,1,8,0.5,0.6,0.773
Donta Scott,24.0,33,908.4216666666666,332,198,31,22,15,24,0.464,0.345,0.686
Donta Scott,24.0,7,108.70833333333333,34,25,4,2,3,4,0.351,0.2,0.667
Donte DiVincenzo,28.0,62,1605.7333333333333,723,228,225,73,17,99,0.422,0.397,0.778
Dorian Finney-Smith,32.0,63,1818.6783333333333,549,247,90,58,23,56,0.448,0.411,0.667
Dorka Juhász,25.0,34,547.105,162,129,36,15,13,21,0.479,0.324,0.65
Doug McDermott,33.0,42,341.65166666666664,147,22,7,4,2,6,0.427,0.436,0.6
Draymond Green,35.0,68,1983.3066666666666,613,414,383,99,70,174,0.424,0.325,0.687
Dre'Shawn Allen,26.0,1,14.583333333333334,12,3,0,1,0,2,0.5,0.5,1.0
Drew Cisse,24.0,23,311.57166666666666,67,124,17,16,13,18,0.633,0.0,0.5
Drew Eubanks,28.0,61,746.01,280,226,54,12,39,41,0.593,0.5,0.662
Drew Pember,25.0,5,47.31,15,6,4,0,3,2,0.545,0.333,0.25
Drew Pember,25.0,1,4.283333333333333,2,4,0,0,0,0,0.25,0.0,0.0
Drew Peterson,25.0,28,255.635,76,50,19,7,3,13,0.397,0.347,0.75
Drew Peterson,25.0,15,528.2916666666666,300,104,90,22,2,49,0.442,0.404,0.875
Drew Timme,24.0,29,1032.6283333333333,694,297,118,27,23,64,0.574,0.385,0.731
Drew Timme,24.0,9,253.87833333333333,109,65,20,4,1,15,0.441,0.257,0.625
Drew Timme,24.0,5,98.56,57,22,8,5,1,11,0.632,0.143,0.727
Drew Timme,24.0,3,69.38833333333334,29,21,1,4,3,1,0.424,0.143,0.0
Dru Smith,27.0,14,268.205,87,36,23,21,6,17,0.508,0.533,0.75
Duane Washington Jr.,25.0,5,114.06833333333333,74,11,7,4,1,13,0.413,0.36,0.867
Dulcy Fankam Mendjiadeu,25.0,7,36.391666666666666,6,9,1,0,0,3,0.667,0.0,0.333
Duncan Robinson,31.0,74,1785.595,817,167,176,40,6,86,0.437,0.393,0.887
Duop Reath,29.0,46,469.4266666666667,194,92,26,12,14,16,0.422,0.321,0.909
Duop Reath,29.0,2,65.61666666666666,52,17,4,1,3,5,0.413,0.35,1.0
"Dwight Murray, Jr.",25.0,33,849.82,322,127,184,34,5,49,0.396,0.311,0.75
Dwight Powell,33.0,55,550.86,114,118,55,18,21,18,0.689,0.4,0.651
Dyaisha Fair,23.0,1,3.933333333333333,0,0,2,0,0,0,0.0,0.0,0.0
Dylan Disu,24.0,3,25.8,9,6,0,0,5,0,0.308,0.2,0.0
Dylan Disu,24.0,2,33.44833333333333,10,5,2,1,1,3,0.4,0.286,0.0
Dylan Windler,28.0,4,113.805,49,32,8,5,1,15,0.459,0.419,1.0
Dyson Daniels,22.0,76,2571.17,1073,449,333,229,55,155,0.493,0.34,0.593
E.J. Liddell,24.0,27,872.2333333333333,423,177,67,23,61,51,0.472,0.361,0.661
E.J. Liddell,24.0,12,52.85666666666667,21,9,3,1,1,2,0.533,0.3,1.0
E.J. Liddell,24.0,5,93.61333333333333,39,20,5,0,6,5,0.333,0.214,0.762
E.J. Montgomery,25.0,28,420.5366666666667,109,127,39,17,15,19,0.476,0.333,0.571
El Ellis,25.0,30,996.9816666666667,498,115,174,31,7,54,0.429,0.304,0.781
Elfrid Payton,31.0,24,510.805,85,79,166,24,11,59,0.328,0.167,0.571
Elfrid Payton,31.0,14,317.07166666666666,106,56,67,13,5,33,0.38,0.19,0.25
Elijah Harkless,25.0,19,596.73,512,100,86,24,13,43,0.447,0.422,0.745
Elijah Harkless,25.0,10,138.0,32,21,8,10,1,3,0.314,0.28,0.5
Elijah Harkless,25.0,5,81.65333333333334,38,14,6,4,2,5,0.393,0.313,0.786
Elijah Hughes,27.0,30,867.735,451,105,51,25,8,56,0.384,0.354,0.771
Elizabeth Williams,32.0,9,248.99,90,63,14,15,15,15,0.487,0.0,0.667
Emanuel Miller,25.0,25,857.8483333333334,413,173,50,32,31,46,0.451,0.25,0.783
Emanuel Miller,25.0,6,24.733333333333334,10,8,2,1,0,0,0.5,0.0,1.0
Emanuel Miller,25.0,5,109.12666666666667,39,30,12,10,3,4,0.471,0.375,0.571
Emily Engstler,25.0,32,463.92833333333334,197,128,47,19,24,22,0.494,0.474,0.818
Emma Cannon,36.0,5,9.246666666666666,4,2,1,0,0,1,0.667,0.0,0.0
"Emmitt Matthews, Jr.",25.0,8,96.1,35,23,5,2,2,2,0.484,0.231,0.333
"Emmitt Matthews, Jr.",25.0,2,21.8,2,2,2,0,0,3,0.0,0.0,1.0
Emoni Bates,21.0,20,648.4683333333334,369,116,47,9,9,52,0.378,0.33,0.65
Emoni Bates,21.0,14,163.94333333333333,102,19,17,2,1,9,0.354,0.323,1.0
Enrique Freeman,24.0,27,300.2183333333333,87,52,14,6,8,14,0.508,0.188,0.6
Enrique Freeman,24.0,14,479.6533333333333,247,142,39,13,21,19,0.538,0.362,0.529
Eric Gaines,24.0,24,504.665,249,58,62,20,13,47,0.42,0.366,0.704
Eric Gordon,36.0,39,768.4916666666667,266,46,65,26,12,28,0.426,0.409,0.75
Eric Washington,32.0,7,74.26666666666667,13,9,15,3,0,10,0.227,0.077,1.0
Erica Wheeler,34.0,39,545.6933333333334,142,53,69,17,4,35,0.411,0.288,0.846
Erik Stevenson,26.0,30,675.3316666666667,440,113,113,31,14,80,0.442,0.351,0.891
Erik Stevenson,26.0,3,34.45166666666667,20,4,3,3,1,1,0.583,0.667,1.0
Ethan Thompson,26.0,31,1060.795,569,153,100,32,13,43,0.402,0.39,0.773
Ethan Thompson,26.0,8,167.95833333333334,103,35,17,16,5,17,0.444,0.357,0.906
Eugene Omoruyi,28.0,27,740.9516666666667,476,143,104,30,11,90,0.479,0.339,0.667
Eugene Omoruyi,28.0,1,24.215,8,5,2,4,1,3,0.111,0.5,0.625
Evan Gilyard,26.0,32,861.8183333333334,395,65,165,28,9,68,0.455,0.383,0.875
Evan Mobley,24.0,71,2166.555,1316,659,226,61,113,145,0.557,0.37,0.725
Ezi Magbegor,25.0,37,1134.6216666666667,433,296,74,40,82,53,0.512,0.245,0.874
Ezinne Kalu,33.0,1,12.703333333333333,3,1,0,1,0,0,0.333,0.0,1.0
Fabian White Jr.,26.0,4,28.076666666666668,4,11,0,0,1,1,0.286,0.0,0.0
Fardaws Aimaq,26.0,3,44.905,12,13,4,0,0,5,0.385,0.0,1.0
Fardaws Aimaq,26.0,2,51.56666666666667,10,18,9,1,0,4,0.4,0.0,0.5
Felipe Haase,27.0,31,780.4916666666667,313,166,81,12,15,26,0.447,0.465,0.794
Feron Hunt,25.0,32,1119.9733333333334,586,306,80,35,47,75,0.507,0.264,0.77
Frank Kaminsky,32.0,23,616.4566666666667,296,136,95,9,14,36,0.483,0.349,0.769
Franz Wagner,23.0,60,2023.3066666666666,1449,342,284,75,21,138,0.463,0.295,0.871
Fred VanVleet,31.0,60,2111.298333333333,844,221,333,94,25,87,0.378,0.345,0.81
Freddie Gillespie,28.0,2,34.41833333333334,6,10,0,0,2,2,0.333,0.0,0.8
GG Jackson,20.0,37,722.525,375,156,46,20,6,53,0.396,0.331,0.659
GG Jackson,20.0,9,274.2783333333333,162,56,27,7,7,28,0.4,0.333,0.732
Gabby Williams,28.0,12,350.5,124,48,44,20,3,17,0.481,0.323,0.737
Gabe Brown,25.0,2,23.933333333333334,3,2,2,3,0,2,0.1,0.143,0.0
Gabe Kalscheur,26.0,2,25.338333333333335,10,2,1,2,0,0,0.364,0.167,1.0
Gabe Levin,30.0,13,156.78166666666667,36,51,12,4,8,10,0.533,0.0,0.25
Gabe McGlothan,26.0,26,643.5283333333333,240,162,36,35,11,38,0.446,0.383,0.621
Gabe McGlothan,26.0,5,80.18333333333334,14,20,1,2,2,3,0.417,0.5,0.5
Gabe Osabuohien,26.0,23,202.74166666666667,39,43,34,11,9,18,0.3,0.0,0.733
Gabe Osabuohien,26.0,4,34.46666666666667,9,5,7,3,2,5,0.5,0.5,0.8
Gabe Vincent,29.0,72,1527.265,460,92,98,51,13,41,0.4,0.353,0.714
Galen Robinson Jr.,28.0,28,500.5416666666667,120,49,67,36,9,28,0.43,0.435,0.706
Garrett Denbow,24.0,24,440.47833333333335,132,50,12,8,1,10,0.357,0.333,0.333
Garrett Temple,39.0,28,226.76833333333335,53,29,31,17,2,10,0.3,0.214,0.917
Garrison Brooks,26.0,4,53.13333333333333,14,15,3,2,3,4,0.5,1.0,0.0
Garrison Mathews,28.0,47,829.5083333333333,353,87,60,26,15,31,0.397,0.39,0.821
Gary Harris,30.0,48,710.71,145,64,30,26,12,17,0.383,0.356,0.583
Gary Payton II,32.0,62,927.1766666666666,400,185,83,52,17,39,0.574,0.326,0.711
Gary Trent Jr.,26.0,74,1893.395,824,168,87,72,4,42,0.431,0.416,0.848
Georges Niang,32.0,79,1697.2333333333333,784,272,111,28,14,82,0.461,0.406,0.793
Giannis Antetokounmpo,30.0,67,2288.63,2036,798,433,58,78,206,0.601,0.222,0.617
Giorgi Bezhanishvili,27.0,2,6.166666666666667,0,1,0,0,0,3,0.0,0.0,0.0
Goga Bitadze,25.0,70,1429.4616666666666,502,463,137,49,98,72,0.611,0.107,0.639
Grace Berger,26.0,11,102.26666666666667,31,15,7,5,0,10,0.4,0.4,0.643
Gradey Dick,21.0,56,1624.4733333333334,799,207,104,50,10,88,0.406,0.34,0.863
Grant Williams,26.0,16,479.025,166,82,37,18,13,28,0.439,0.365,0.838
Grayson Allen,29.0,64,1543.705,680,194,137,54,19,75,0.448,0.426,0.816
Grayson Murphy,26.0,34,924.0416666666666,257,146,221,61,11,48,0.456,0.359,0.583
Grayson Murphy,26.0,2,27.816666666666666,5,15,11,4,0,0,0.667,0.0,0.5
Greg Brown III,23.0,31,742.2883333333333,496,197,32,13,58,69,0.53,0.317,0.607
Guerschon Yabusele,29.0,70,1894.7366666666667,768,395,148,58,24,87,0.501,0.38,0.725
Gui Santos,23.0,56,761.5233333333333,227,172,80,25,10,42,0.458,0.33,0.69
Haley Jones,24.0,40,712.2916666666666,155,88,84,14,11,68,0.397,0.214,0.702
Hansen Yang,20.0,3,62.80166666666667,26,15,3,0,1,14,0.438,0.0,0.8
Haoran Wang,26.0,2,19.65,2,2,0,0,0,1,0.333,0.0,0.0
Harrison Barnes,33.0,82,2230.0633333333335,1011,310,136,39,14,50,0.508,0.433,0.809
Harrison Ingram,22.0,32,1023.7933333333333,410,303,130,45,26,62,0.428,0.283,0.571
Harrison Ingram,22.0,12,229.33333333333334,74,55,13,9,1,12,0.389,0.394,0.385
Hason Ward,24.0,34,799.4933333333333,284,238,43,26,66,51,0.677,0.5,0.424
Hason Ward,24.0,2,21.533333333333335,5,6,3,0,0,1,0.4,0.0,0.5
Haywood Highsmith,28.0,74,1818.3266666666666,478,252,112,68,37,54,0.458,0.382,0.721
Henri Drell,25.0,20,679.395,366,148,70,18,9,44,0.481,0.339,0.649
Henri Drell,25.0,5,117.86833333333334,35,20,8,7,2,9,0.371,0.267,0.625
Henry Ellenson,28.0,34,1172.5333333333333,734,325,110,20,15,62,0.506,0.434,0.899
Herbert Jones,26.0,20,648.1316666666667,205,78,65,37,9,35,0.436,0.306,0.825
Hongquan Li,23.0,3,23.333333333333332,0,3,1,1,0,1,0.0,0.0,0.0
Hugo Besson,24.0,4,67.23333333333333,31,9,13,3,0,5,0.333,0.182,0.722
Hunter Cattoor,24.0,4,66.90833333333333,29,9,5,4,0,2,0.364,0.381,1.0
Hunter Maldonado,26.0,7,139.55833333333334,56,24,24,9,2,19,0.4,0.222,0.692
Hunter Tyson,25.0,56,550.2466666666667,210,101,28,12,6,18,0.354,0.312,0.84
Hyunjung Lee,24.0,2,29.8,10,11,4,0,0,0,0.267,0.0,0.5
Ibou Badji,22.0,34,796.0033333333333,231,194,19,12,116,36,0.625,0.0,0.564
Ibou Badji,22.0,4,52.24666666666667,9,13,0,2,4,2,0.5,0.0,1.0
Ibrahima Diallo,25.0,32,620.675,169,194,10,10,66,23,0.534,0.0,0.719
Ibrahima Diallo,25.0,4,53.85,14,21,2,1,3,2,0.364,0.0,0.75
Ike Anigbogu,26.0,27,381.1666666666667,121,167,12,5,43,22,0.5,0.286,0.722
Immanuel Quickley,26.0,33,917.7533333333333,564,117,191,23,4,58,0.42,0.378,0.867
Isaac Jones,24.0,45,446.3433333333333,190,89,22,7,17,23,0.597,0.294,0.685
Isaac Jones,24.0,12,382.6333333333333,253,118,21,10,14,27,0.573,0.263,0.718
Isaac Jones,24.0,3,73.39833333333333,23,16,10,0,2,0,0.5,0.25,0.5
Isaac Nogues,21.0,25,594.2616666666667,68,145,113,49,3,32,0.451,0.273,0.632
Isaac Okoro,24.0,55,1053.2033333333334,337,130,68,32,16,23,0.464,0.371,0.717
Isabelle Harrison,31.0,36,586.5516666666666,234,141,27,20,12,39,0.399,0.167,0.82
Isaiah Collier,20.0,78,2012.9633333333334,696,259,474,81,17,229,0.425,0.243,0.682
Isaiah Crawford,23.0,24,754.5516666666666,320,134,59,29,28,41,0.502,0.447,0.789
Isaiah Crawford,23.0,20,129.42666666666668,45,16,7,3,3,4,0.5,0.467,0.75
Isaiah Crawford,23.0,3,57.85,21,8,3,3,1,1,0.529,0.5,0.5
Isaiah Hartenstein,27.0,57,1589.6416666666667,637,611,219,47,62,96,0.581,0.0,0.675
Isaiah Jackson,23.0,5,83.88,35,28,5,3,8,5,0.609,0.0,0.5
Isaiah Joe,25.0,74,1603.9766666666667,756,196,119,48,9,38,0.44,0.412,0.821
Isaiah Miller,27.0,15,382.055,222,97,48,34,8,25,0.477,0.32,0.464
Isaiah Miller,27.0,8,143.72833333333332,54,32,16,18,1,5,0.344,0.286,0.75
Isaiah Mobley,25.0,22,621.745,382,174,74,17,20,40,0.471,0.315,0.75
Isaiah Mobley,25.0,1,17.366666666666667,6,4,5,1,1,0,0.286,0.333,0.5
Isaiah Moore,25.0,4,52.77333333333333,18,6,8,4,0,2,0.381,0.0,1.0
Isaiah Stevens,24.0,16,563.24,196,43,122,14,2,40,0.404,0.321,0.929
Isaiah Stevens,24.0,11,207.71333333333334,70,24,55,8,2,19,0.605,0.625,0.889
Isaiah Stewart,24.0,72,1433.8483333333334,435,399,123,28,101,68,0.559,0.321,0.759
Isaiah Thomas,36.0,14,431.065,408,27,78,17,6,36,0.446,0.41,0.962
Isaiah Todd,23.0,3,17.066666666666666,8,3,1,0,0,1,0.6,0.0,1.0
Isaiah Whaley,27.0,5,64.95166666666667,28,23,5,3,4,1,0.611,0.4,0.8
Isaiah Wong,24.0,20,265.50333333333333,120,32,28,11,0,18,0.39,0.394,0.735
Isaiah Wong,24.0,6,201.37,96,30,24,9,1,16,0.439,0.357,0.667
Isaiah Wong,24.0,5,67.21166666666667,60,8,6,1,1,4,0.667,0.4,0.778
Isaih Moore,24.0,20,245.85166666666666,98,93,6,4,13,13,0.667,0.286,0.412
Ishmael Lane,28.0,23,390.21,196,136,38,5,14,21,0.5,0.118,0.696
Ithiel Horton,25.0,33,500.7033333333333,208,44,41,16,3,28,0.434,0.358,1.0
Ivan Gandia-Rosa,27.0,32,781.3016666666666,253,79,114,17,3,43,0.422,0.367,0.773
Ivana Dojkić,27.0,26,257.36,87,22,20,9,1,14,0.338,0.381,0.778
Ivica Zubac,28.0,80,2624.1766666666667,1340,1010,214,55,90,127,0.628,0.0,0.661
Izaiah Brockington,25.0,34,1101.4,518,148,78,26,6,36,0.449,0.354,0.775
Izaiah Brockington,25.0,4,81.66,28,18,4,4,0,6,0.417,0.125,0.778
J.B. Bickerstaff,46.0,2,11.966666666666667,4,4,0,0,0,0,0.5,0.0,0.0
J.Z. Zaher,20.0,1,0.585,0,0,0,0,0,0,0.0,0.0,0.0
JD Davison,22.0,30,1034.64,754,155,224,42,20,109,0.48,0.333,0.742
JD Davison,22.0,19,171.23333333333332,69,22,31,6,3,23,0.446,0.333,0.667
JT Thor,22.0,22,673.455,318,135,45,16,33,47,0.498,0.301,0.653
JT Thor,22.0,20,249.31666666666666,71,48,6,8,9,9,0.424,0.286,0.682
Ja Morant,25.0,50,1519.11,1159,205,364,61,12,185,0.454,0.309,0.824
Ja'Kobe Walter,20.0,57,1223.2183333333332,507,174,86,45,12,58,0.398,0.33,0.811
Ja'Kobe Walter,20.0,3,98.75,61,14,10,2,1,6,0.415,0.5,0.769
Jabari Smith Jr.,22.0,57,1715.5783333333334,698,399,60,25,41,61,0.438,0.354,0.825
Jabari Walker,22.0,60,749.165,313,211,37,33,6,34,0.515,0.389,0.69
Jabari Walker,22.0,1,29.166666666666668,26,12,2,1,0,3,0.643,0.5,0.8
Jack Gohlke,25.0,26,260.82666666666665,77,35,22,5,1,13,0.342,0.348,1.0
Jack Gohlke,25.0,4,22.55,6,1,0,0,0,0,0.4,0.4,0.0
Jack McVeigh,29.0,34,1044.4933333333333,551,158,52,14,15,38,0.44,0.37,0.875
Jack McVeigh,29.0,9,43.25,14,5,1,0,2,2,0.294,0.308,0.0
Jackie Young,27.0,37,1205.3983333333333,583,161,197,37,8,78,0.43,0.337,0.867
Jackson Rowe,28.0,25,824.9616666666667,422,196,74,36,18,48,0.513,0.368,0.702
Jackson Rowe,28.0,13,214.435,86,50,17,14,1,12,0.485,0.31,0.538
Jacob Gilyard,26.0,13,427.94666666666666,106,33,86,21,3,31,0.362,0.324,0.692
Jacob Gilyard,26.0,3,96.95,24,7,17,10,1,7,0.444,0.375,0.667
Jacob Toppin,25.0,19,722.7733333333333,430,152,72,17,14,42,0.503,0.377,0.797
Jacob Toppin,25.0,17,75.15,23,15,6,2,0,3,0.409,0.5,0.0
Jacob Toppin,25.0,2,51.575,24,8,6,1,1,3,0.526,0.667,0.4
Jacy Sheldon,24.0,40,931.0483333333333,217,82,99,23,12,63,0.386,0.309,0.926
Jade Melbourne,22.0,37,525.205,199,55,59,24,5,62,0.434,0.357,0.714
Jaden Hardy,22.0,57,907.4383333333334,496,89,81,28,5,82,0.435,0.386,0.698
Jaden Ivey,23.0,30,898.0333333333333,528,124,119,28,11,89,0.46,0.409,0.733
Jaden McDaniels,24.0,82,2614.41,1000,470,163,110,74,95,0.477,0.33,0.813
Jaden Shackelford,24.0,34,1062.1166666666666,596,120,103,40,5,65,0.375,0.33,0.818
Jaden Shackelford,24.0,5,104.96166666666667,55,9,13,4,1,6,0.425,0.455,0.857
Jaden Springer,22.0,43,365.175,109,58,33,24,4,16,0.389,0.25,0.711
Jaden Springer,22.0,1,24.97,23,2,6,2,0,0,0.533,0.5,1.0
Jae Crowder,34.0,9,102.76166666666667,23,20,6,3,0,4,0.318,0.267,0.833
Jae'Sean Tate,29.0,52,588.11,188,117,47,26,7,22,0.473,0.348,0.681
Jaedon LeDee,25.0,24,420.59833333333336,158,137,15,11,2,19,0.444,0.257,0.688
Jaedon LeDee,25.0,5,48.79,13,10,1,4,1,2,0.5,1.0,0.667
Jaelen House,24.0,6,138.51666666666668,94,18,33,15,0,11,0.388,0.216,0.941
Jaelen House,24.0,4,76.92833333333333,43,11,17,2,1,7,0.368,0.267,0.786
Jaelyn Brown,26.0,14,141.085,37,21,6,4,4,12,0.484,0.5,0.333
Jahlil Okafor,29.0,26,826.365,466,246,81,6,12,63,0.666,0.333,0.83
Jahlil Okafor,29.0,1,3.3666666666666667,0,1,1,0,0,0,0.0,0.0,0.0
Jahmi'us Ramsey,24.0,25,709.7,504,114,76,34,4,58,0.5,0.366,0.657
Jahmi'us Ramsey,24.0,3,47.623333333333335,44,8,7,3,1,8,0.625,0.636,0.875
Jahmir Young,24.0,30,1036.1066666666666,644,146,214,60,9,89,0.457,0.304,0.861
